Joints
100
,,Tuto_joint:Head_Head_End,Tuto_joint:L_Collar_L_Humerus,,,Tuto_joint:L_Elbow_L_Wrist,Tuto_joint:L_Femur_L_Tibia,Tuto_joint:L_Foot_L_Toe,Tuto_joint:L_Humerus_L_Elbow,,Tuto_joint:L_Tibia_L_Foot,,,Tuto_joint:L_Wrist_L_Wrist_End,Tuto_joint:LowerBack_Head,,,Tuto_joint:LowerBack_L_Collar,,,Tuto_joint:LowerBack_R_Collar,,,Tuto_joint:R_Collar_R_Humerus,,,Tuto_joint:R_Elbow_R_Wrist,Tuto_joint:R_Femur_R_Tibia,Tuto_joint:R_Foot_R_Toe,Tuto_joint:R_Humerus_R_Elbow,,Tuto_joint:R_Tibia_R_Foot,,,Tuto_joint:R_Wrist_R_Wrist_End,Tuto_joint:Root_L_Femur,,,Tuto_joint:Root_LowerBack,,,Tuto_joint:Root_R_Femur,,,Tuto_joint:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
39,0,,112.515,71.1089,-118.869,12.9484,-0.802639,,-74.9083,-82.2954,9.91081,-7.39341,-5.94763,,-0,0,-0,5.75418,-36.0477,15.276,5.90538,29.4095,-14.5785,58.3629,-72.403,64.6055,-10.5734,10.4765,,-73.7632,52.6151,1.97815,21.3149,-6.76272,,-11.972,18.0261,19.2038,-9.69232,6.29986,9.29592,-1.33821,-22.4598,-3.81957,175.847,3.55126,173.176,-142.644,958.279,749.91
40,0,,112.573,71.2879,-118.881,12.8029,-0.838896,,-75.0231,-81.9855,9.93568,-7.40629,-5.75269,,-0,0,-0,5.86741,-36.1173,15.3943,6.01563,29.5326,-14.6747,58.1222,-72.5436,64.2758,-10.7379,10.4592,,-73.7534,52.6971,1.99252,21.2699,-6.7675,,-11.9605,18.0189,19.208,-9.68728,6.24791,9.2976,-1.31588,-22.453,-3.79345,175.849,3.51858,173.171,-142.464,958.386,749.96
41,0,,112.667,71.4257,-118.915,12.8067,-0.88322,,-75.1143,-82.0615,9.98598,-7.42166,-5.7898,,-0,0,-0,5.99113,-36.1946,15.5078,6.11042,29.7278,-14.7812,57.0831,-72.5154,63.239,-10.5485,10.4455,,-73.9333,52.2138,2.01658,21.2651,-6.79465,,-11.9599,18.0371,19.2031,-9.68754,6.23613,9.30154,-1.30529,-22.4708,-3.78116,175.841,3.48761,173.172,-142.318,958.476,749.969
42,0,,112.557,71.5104,-118.828,12.7386,-0.907341,,-75.315,-81.7729,10.0133,-7.49855,-5.62904,,-0,0,-0,6.15517,-36.3195,15.6782,6.22432,29.8369,-14.9237,57.122,-72.6304,63.2119,-10.5788,10.4266,,-73.9311,52.369,2.02805,21.2168,-6.80417,,-11.9827,18.0964,19.2113,-9.67968,6.20107,9.30742,-1.28785,-22.4595,-3.75848,175.838,3.46045,173.17,-142.173,958.562,750.028
43,0,,113.248,71.6737,-119.364,12.6681,-0.933477,,-75.1177,-82.0344,10.0557,-7.56364,-5.44229,,-0,0,-0,6.31303,-36.3032,15.7926,6.22454,29.9475,-14.9551,56.5534,-72.6917,62.5926,-10.5805,10.4205,,-74.0615,52.2616,2.04663,21.1973,-6.80932,,-11.9926,18.1458,19.2223,-9.68463,6.24516,9.29122,-1.26511,-22.4872,-3.74329,175.849,3.42649,173.161,-142.064,958.687,750.075
44,0,,113.105,71.7914,-119.212,12.8092,-0.973676,,-75.2873,-81.8933,10.1187,-7.64377,-5.40566,,-0,0,-0,6.40322,-36.3637,15.8802,6.36476,30.0982,-15.0772,55.3096,-72.5591,61.4021,-10.0445,10.4,,-74.4415,50.39,2.05264,21.1547,-6.85639,,-12.0079,18.2349,19.2198,-9.67179,6.2139,9.29871,-1.24748,-22.4386,-3.72787,175.852,3.40892,173.17,-141.915,958.779,750.156
45,0,,112.859,71.8853,-118.987,12.6148,-1.00545,,-75.4577,-81.8918,10.1533,-7.69052,-5.34954,,-0,0,-0,6.56017,-36.4389,16.0206,6.481,30.242,-15.2291,55.2794,-72.6031,61.3727,-10.2784,10.3818,,-74.3746,51.8589,2.06685,21.1178,-6.85439,,-12.0279,18.2857,19.2316,-9.67402,6.2076,9.30922,-1.22772,-22.428,-3.69979,175.848,3.38059,173.16,-141.769,958.851,750.204
46,0,,112.607,71.9465,-118.759,12.6284,-1.02161,,-75.6062,-81.6338,10.1854,-7.78285,-5.23477,,-0,0,-0,6.69476,-36.4953,16.1532,6.53856,30.2813,-15.3342,55.0713,-72.6022,61.1418,-10.5425,10.3698,,-74.4319,51.9017,2.08111,21.0689,-6.8412,,-12.0565,18.3649,19.2433,-9.66108,6.19479,9.31783,-1.20755,-22.4144,-3.68033,175.854,3.35491,173.159,-141.63,958.918,750.276
47,0,,112.912,72.0893,-118.965,12.5778,-1.03253,,-75.4925,-82.0093,10.2205,-7.83346,-5.11098,,-0,0,-0,6.8112,-36.4571,16.221,6.52845,30.3577,-15.3493,54.6201,-72.7088,60.607,-10.3199,10.3515,,-74.4349,52.1233,2.08243,21.0199,-6.87927,,-12.056,18.3888,19.2446,-9.65578,6.23539,9.30949,-1.17394,-22.3874,-3.66355,175.869,3.32542,173.161,-141.5,959.003,750.344
48,0,,112.744,72.1613,-118.809,12.704,-1.04181,,-75.6107,-82,10.2413,-7.88988,-4.9935,,-0,0,-0,6.85491,-36.5176,16.3096,6.65317,30.45,-15.442,54.3692,-72.6994,60.3569,-10.414,10.348,,-74.5383,51.7546,2.08719,20.9868,-6.85826,,-12.0732,18.4447,19.2598,-9.62737,6.17438,9.32086,-1.15268,-22.3712,-3.64435,175.881,3.30487,173.157,-141.339,959.063,750.428
49,0,,112.782,72.2244,-118.829,12.6509,-1.05228,,-75.6485,-81.9694,10.281,-7.89769,-5.04943,,-0,0,-0,6.89835,-36.5489,16.3661,6.73722,30.5273,-15.5236,54.2002,-72.7509,60.1458,-10.3238,10.3427,,-74.5206,52.0124,2.10496,20.9718,-6.87569,,-12.0625,18.4537,19.2478,-9.60525,6.1446,9.32571,-1.13796,-22.3687,-3.64467,175.895,3.28571,173.168,-141.241,959.132,750.48
50,0,,112.725,72.3229,-118.737,12.5215,-1.03728,,-75.6734,-82.0877,10.2917,-7.95542,-4.95896,,-0,0,-0,6.97759,-36.5483,16.4057,6.78017,30.6197,-15.5973,54.1846,-72.813,60.134,-10.4051,10.3351,,-74.5654,51.9487,2.11138,20.9122,-6.85759,,-12.0903,18.5005,19.2639,-9.60791,6.17768,9.3438,-1.11916,-22.3363,-3.62895,175.904,3.27166,173.163,-141.166,959.195,750.542
51,0,,112.241,72.3607,-118.319,12.6086,-1.03381,,-75.8686,-81.9657,10.2887,-7.96248,-4.89054,,-0,0,-0,7.04245,-36.6414,16.4603,6.87374,30.7046,-15.7067,53.7894,-72.7319,59.755,-10.3481,10.3353,,-74.6875,51.9821,2.11336,20.8917,-6.85957,,-12.0901,18.4921,19.264,-9.59714,6.16239,9.3733,-1.11088,-22.3372,-3.62218,175.909,3.25542,173.167,-141.082,959.225,750.595
52,0,,112.254,72.4612,-118.216,12.6683,-1.02304,,-75.7805,-81.9664,10.3084,-7.97749,-4.85652,,-0,0,-0,6.9786,-36.5232,16.4256,6.84937,30.6491,-15.7201,54.168,-72.925,60.0172,-10.5083,10.3202,,-74.5188,52.1016,2.13462,20.8509,-6.85383,,-12.0984,18.5212,19.2673,-9.59161,6.17208,9.39203,-1.08915,-22.2924,-3.60952,175.921,3.25359,173.169,-141.004,959.288,750.624
53,0,,112.248,72.4378,-118.24,12.4916,-1.02037,,-75.7837,-81.8217,10.3212,-7.98218,-4.85525,,-0,0,-0,7.09229,-36.575,16.5491,6.89705,30.7447,-15.7671,53.7977,-72.8011,59.7182,-10.4592,10.3213,,-74.7036,51.8406,2.11983,20.8231,-6.83732,,-12.0925,18.5033,19.263,-9.59006,6.18932,9.37978,-1.08384,-22.2688,-3.6108,175.927,3.24231,173.175,-140.96,959.307,750.668
54,0,,112.457,72.4387,-118.465,12.4894,-0.998133,,-75.7815,-81.8126,10.3181,-7.99431,-4.7685,,-0,0,-0,7.1329,-36.6409,16.5791,6.91043,30.7392,-15.81,53.7714,-72.8578,59.6404,-10.4478,10.3282,,-74.6104,52.1038,2.11248,20.817,-6.85182,,-12.1027,18.4962,19.2673,-9.58781,6.19188,9.40714,-1.08807,-22.2789,-3.61409,175.93,3.24207,173.179,-140.911,959.318,750.705
55,0,,112.478,72.4353,-118.472,12.4985,-0.995328,,-75.7718,-81.8064,10.3216,-7.95776,-4.81198,,-0,0,-0,7.1778,-36.6212,16.6095,6.90822,30.7999,-15.8477,53.9614,-72.9144,59.8171,-10.3758,10.3177,,-74.5976,52.0874,2.12029,20.7881,-6.8462,,-12.0905,18.4631,19.2581,-9.59125,6.22591,9.41861,-1.07891,-22.2408,-3.61255,175.933,3.23349,173.185,-140.879,959.344,750.723
56,0,,112.182,72.4043,-118.224,12.4894,-0.965807,,-75.8649,-81.7573,10.3172,-7.95805,-4.80571,,-0,0,-0,7.19713,-36.6102,16.6747,6.98235,30.8415,-15.8898,53.7429,-72.8026,59.6589,-10.3151,10.3225,,-74.7251,51.8794,2.10414,20.7878,-6.85222,,-12.0946,18.4606,19.2595,-9.57411,6.19862,9.4208,-1.06653,-22.2476,-3.61478,175.947,3.22732,173.188,-140.833,959.341,750.744
57,0,,112.578,72.3845,-118.572,12.5526,-0.952474,,-75.729,-81.8894,10.3009,-7.94317,-4.74528,,-0,0,-0,7.20944,-36.5574,16.6849,6.9717,30.856,-15.8955,53.8863,-72.8352,59.8049,-10.3159,10.3182,,-74.7419,51.7971,2.11445,20.7762,-6.85614,,-12.0775,18.418,19.2571,-9.57761,6.21925,9.42911,-1.0527,-22.2414,-3.61202,175.958,3.2174,173.188,-140.837,959.36,750.758
58,0,,112.865,72.3262,-118.852,12.5522,-0.907972,,-75.699,-81.9761,10.3021,-7.94709,-4.78417,,-0,0,-0,7.31318,-36.5379,16.6971,6.87523,30.8633,-15.9027,54.1422,-72.8784,60.0507,-10.3046,10.3127,,-74.7179,51.7577,2.10497,20.7513,-6.87088,,-12.0905,18.4241,19.2561,-9.59719,6.3316,9.44083,-1.04179,-22.2084,-3.61984,175.969,3.22204,173.197,-140.872,959.386,750.741
59,0,,113.073,72.2755,-119.058,12.5692,-0.857109,,-75.683,-82.0375,10.3029,-7.96939,-4.83981,,-0,0,-0,7.2497,-36.5108,16.6848,6.92765,30.8434,-15.9226,54.4723,-72.9147,60.3798,-10.3543,10.3266,,-74.7013,51.6231,2.09349,20.7226,-6.86566,,-12.1082,18.4492,19.2553,-9.57919,6.3042,9.45081,-1.04258,-22.1847,-3.63515,175.984,3.23317,173.212,-140.854,959.395,750.767
60,0,,113.304,72.1898,-119.294,12.5463,-0.806668,,-75.6466,-82.1064,10.2713,-7.96469,-4.84397,,-0,0,-0,7.32113,-36.5516,16.7435,6.84346,30.9283,-15.9032,54.7462,-72.9635,60.6454,-10.2696,10.3335,,-74.7037,51.7681,2.09264,20.7252,-6.84272,,-12.1179,18.4368,19.26,-9.55713,6.3855,9.44036,-1.03788,-22.169,-3.64273,175.995,3.23682,173.217,-140.856,959.385,750.754
61,0,,113.492,72.1126,-119.479,12.6599,-0.766299,,-75.586,-82.0256,10.2524,-7.94485,-4.81036,,-0,0,-0,7.2977,-36.5037,16.7241,6.83106,30.9095,-15.9207,55.1511,-73.0014,61.0496,-10.2419,10.3314,,-74.6886,51.8123,2.10812,20.7179,-6.85054,,-12.0979,18.3955,19.2538,-9.5481,6.41402,9.45816,-1.02398,-22.1302,-3.65142,176.015,3.24402,173.227,-140.871,959.392,750.736
62,0,,113.675,72.0441,-119.67,12.703,-0.728702,,-75.5315,-82.1785,10.2424,-7.89288,-4.86633,,-0,0,-0,7.28436,-36.4694,16.7182,6.83036,30.8925,-15.9193,55.5938,-73.0506,61.4942,-10.2194,10.3439,,-74.6625,51.8847,2.08965,20.6687,-6.83875,,-12.0731,18.3476,19.2431,-9.53432,6.42846,9.46657,-1.00958,-22.1006,-3.66114,176.04,3.24715,173.237,-140.884,959.387,750.758
63,0,,113.883,72.0039,-119.871,12.6248,-0.689496,,-75.5005,-82.2585,10.2371,-7.79958,-4.96523,,-0,0,-0,7.13483,-36.4071,16.6171,6.90588,30.7564,-15.9555,56.4101,-73.1683,62.2679,-10.3099,10.3442,,-74.5187,52.0109,2.08795,20.6069,-6.81849,,-12.0319,18.274,19.233,-9.52044,6.36866,9.51856,-0.988065,-22.0061,-3.66205,176.07,3.26795,173.245,-140.906,959.401,750.78
64,0,,113.833,71.966,-119.836,12.5739,-0.653065,,-75.4827,-82.5268,10.2005,-7.72867,-4.8914,,-0,0,-0,7.10539,-36.3617,16.6061,6.89526,30.7152,-15.9529,57.124,-73.2379,62.9788,-10.3519,10.3474,,-74.4488,52.3057,2.06497,20.5498,-6.822,,-11.9877,18.1775,19.228,-9.50938,6.38231,9.53113,-0.964428,-21.9344,-3.6616,176.095,3.27566,173.249,-140.911,959.365,750.776
65,0,,113.932,71.9179,-119.933,12.7364,-0.599622,,-75.4457,-82.7691,10.1791,-7.65513,-4.90652,,-0,0,-0,7.01614,-36.3355,16.574,6.92192,30.6802,-15.9424,57.7698,-73.3013,63.6204,-10.476,10.3649,,-74.4288,52.4719,2.06607,20.5012,-6.80821,,-11.9693,18.1097,19.2291,-9.48676,6.36111,9.54806,-0.956187,-21.8848,-3.66134,176.118,3.29003,173.252,-140.912,959.346,750.801
66,0,,113.69,71.8437,-119.767,12.5763,-0.562221,,-75.5484,-82.596,10.178,-7.56757,-5.01275,,-0,0,-0,6.99597,-36.364,16.5479,6.91711,30.6383,-15.9674,58.3174,-73.3438,64.1694,-10.4584,10.3727,,-74.3741,52.4124,2.04305,20.4292,-6.76257,,-11.9382,18.0354,19.2223,-9.4671,6.37282,9.58297,-0.936736,-21.8099,-3.65998,176.142,3.2995,173.257,-140.894,959.321,750.811
67,0,,113.688,71.8152,-119.77,12.5552,-0.507511,,-75.5284,-82.7087,10.1673,-7.52362,-5.04769,,-0,0,-0,6.90674,-36.3445,16.4902,6.92809,30.5887,-15.9516,58.6649,-73.3985,64.492,-10.2639,10.3795,,-74.3056,52.6595,2.04711,20.372,-6.75572,,-11.9189,17.9996,19.2143,-9.44236,6.3679,9.60099,-0.920571,-21.7325,-3.66811,176.172,3.31617,173.27,-140.903,959.306,750.832
68,0,,113.926,71.787,-119.969,12.6085,-0.447951,,-75.3776,-83.0382,10.1446,-7.47889,-5.1031,,-0,0,-0,6.85337,-36.2688,16.4554,6.86311,30.5058,-15.8962,59.3573,-73.4729,65.1774,-10.347,10.3834,,-74.2573,52.6535,2.03907,20.2702,-6.73624,,-11.897,17.9428,19.2156,-9.42536,6.39768,9.60924,-0.886382,-21.6147,-3.65893,176.206,3.32277,173.268,-140.962,959.314,750.834
69,0,,113.832,71.7612,-119.882,12.6097,-0.356999,,-75.3477,-83.1661,10.1119,-7.4898,-5.0845,,-0,0,-0,6.82683,-36.2265,16.4167,6.81327,30.4674,-15.8729,59.8807,-73.525,65.6978,-10.2925,10.4008,,-74.2249,53.0848,2.0196,20.2518,-6.75764,,-11.9183,17.9716,19.2198,-9.41433,6.46349,9.62681,-0.879152,-21.5729,-3.67741,176.235,3.34667,173.278,-141.044,959.283,750.826
70,0,,113.75,71.7286,-119.823,12.6027,-0.286966,,-75.3342,-83.1143,10.0737,-7.45751,-5.07536,,-0,0,-0,6.82853,-36.1897,16.4021,6.74371,30.3977,-15.8364,60.6244,-73.5863,66.4372,-10.4765,10.4197,,-74.1674,53.174,2.0113,20.2167,-6.74638,,-11.9131,17.9406,19.2238,-9.40628,6.52207,9.63767,-0.868183,-21.5278,-3.68517,176.264,3.36785,173.282,-141.091,959.253,750.843
71,0,,113.607,71.6969,-119.701,12.5909,-0.242285,,-75.329,-83.082,10.059,-7.3569,-5.09454,,-0,0,-0,6.80285,-36.1493,16.3982,6.72797,30.4029,-15.7973,60.2235,-73.4635,66.1197,-10.2837,10.4363,,-74.3301,52.9397,2.01158,20.2439,-6.74572,,-11.8705,17.8505,19.2187,-9.39227,6.56718,9.64927,-0.863547,-21.5018,-3.69374,176.291,3.39832,173.282,-141.146,959.22,750.874
72,0,,113.682,71.682,-119.768,12.5451,-0.185538,,-75.3217,-83.1416,10.0339,-7.27432,-5.10249,,-0,0,-0,6.69714,-36.1244,16.3063,6.71048,30.3295,-15.7902,61.2639,-73.6012,67.0934,-10.3217,10.4445,,-74.1829,53.0095,2.00773,20.2309,-6.75054,,-11.8387,17.7843,19.2093,-9.37053,6.5696,9.68052,-0.852358,-21.4728,-3.70892,176.321,3.42317,173.294,-141.161,959.214,750.899
73,0,,113.653,71.6487,-119.755,12.6157,-0.139098,,-75.2889,-83.3179,10.0253,-7.20804,-5.15481,,-0,0,-0,6.70022,-36.1056,16.3159,6.68315,30.3601,-15.7474,61.1254,-73.5252,67.0349,-10.2002,10.4575,,-74.2877,53.1017,1.99168,20.2176,-6.74317,,-11.8259,17.7303,19.2067,-9.36652,6.62322,9.68103,-0.852722,-21.4427,-3.71949,176.339,3.44696,173.298,-141.229,959.178,750.949
74,0,,113.746,71.6,-119.852,12.736,-0.0670804,,-75.253,-83.5579,10.0049,-7.21978,-5.28787,,-0,0,-0,6.66832,-36.0889,16.3054,6.61113,30.2734,-15.6949,61.6924,-73.5655,67.5918,-10.3714,10.4852,,-74.2126,53.1165,2.00071,20.2506,-6.7395,,-11.8382,17.7494,19.209,-9.34748,6.66047,9.68377,-0.860902,-21.4538,-3.7481,176.366,3.4738,173.309,-141.321,959.169,750.998
75,0,,113.805,71.5783,-119.908,12.7747,-0.00377165,,-75.2347,-83.6712,9.98595,-7.2248,-5.30062,,-0,0,-0,6.611,-36.04,16.2609,6.59526,30.2152,-15.6571,61.8438,-73.5668,67.7416,-10.316,10.4802,,-74.2094,53.5217,1.99814,20.2559,-6.76297,,-11.8442,17.7528,19.2052,-9.34525,6.67762,9.69483,-0.850722,-21.4069,-3.76407,176.389,3.49318,173.322,-141.396,959.158,751.027
76,0,,113.731,71.5564,-119.849,12.7447,0.0199985,,-75.1917,-83.7094,9.96384,-7.0715,-5.39022,,-0,0,-0,6.61148,-35.9972,16.2717,6.50213,30.1117,-15.5903,62.1396,-73.5888,68.0307,-10.473,10.5008,,-74.2113,53.3414,1.98539,20.2816,-6.74319,,-11.784,17.6041,19.2024,-9.34412,6.72916,9.71037,-0.848425,-21.4164,-3.76791,176.409,3.5147,173.313,-141.436,959.105,751.066
77,0,,113.812,71.5217,-119.924,12.7836,0.0988092,,-75.1427,-83.5688,9.96549,-7.14591,-5.44499,,-0,0,-0,6.55065,-35.9529,16.2371,6.46689,30.0638,-15.5524,62.4407,-73.6229,68.3084,-10.3411,10.5138,,-74.179,53.5923,1.99432,20.3107,-6.75481,,-11.8199,17.6448,19.1949,-9.33534,6.747,9.70996,-0.860168,-21.4288,-3.8049,176.424,3.52807,173.337,-141.539,959.1,751.114
78,0,,113.839,71.5324,-119.95,12.7032,0.155312,,-75.1381,-83.9921,9.99076,-7.0401,-5.47397,,-0,0,-0,6.58935,-35.9049,16.2794,6.35274,30.0281,-15.4296,62.9307,-73.6754,68.7837,-10.2212,10.4372,,-74.1317,53.7851,2.00134,20.1615,-6.75078,,-11.8762,17.3555,19.2334,-9.38908,6.63742,9.67663,-0.809386,-21.434,-3.69996,176.375,3.39146,173.299,-141.161,959.169,751.28
79,0,,113.819,71.5186,-119.943,12.7334,0.127326,,-75.1398,-84.1117,9.96251,-6.92152,-5.52837,,-0,0,-0,6.50031,-35.8871,16.2129,6.36193,29.9797,-15.4642,63.0476,-73.6834,68.9023,-10.2171,10.5146,,-74.0761,53.8213,1.97928,20.2835,-6.73227,,-11.7157,17.3948,19.1785,-9.32468,6.7863,9.7298,-0.83562,-21.4104,-3.80589,176.46,3.54782,173.335,-141.588,959.074,751.217
80,0,,113.771,71.5164,-119.899,12.7803,0.10952,,-75.1001,-84.247,9.99464,-6.55035,-5.88472,,-0,0,-0,6.64481,-35.8112,16.2112,6.14894,29.9189,-15.393,63.1725,-73.6949,69.0255,-10.1977,10.5177,,-74.0828,53.8497,1.98703,20.3183,-6.75542,,-11.5128,16.943,19.1077,-9.34007,6.97017,9.71118,-0.836277,-21.4074,-3.8551,176.49,3.55785,173.363,-141.777,959.125,751.322
81,0,,113.684,71.534,-119.805,12.7972,0.142158,,-75.0792,-84.4304,9.98819,-6.66754,-5.72344,,-0,0,-0,6.52232,-35.7319,16.2277,6.19664,29.9005,-15.325,62.0799,-73.5103,68.0199,-9.84066,10.5055,,-74.4257,52.1028,1.97885,20.2696,-6.70817,,-11.5915,17.1496,19.1492,-9.31777,6.89656,9.72814,-0.802268,-21.3598,-3.8138,176.509,3.57606,173.336,-141.696,959.075,751.38
82,0,,113.567,71.5332,-119.685,12.8537,0.144024,,-75.0853,-84.6322,10.0635,-6.80756,-5.65559,,-0,0,-0,6.43194,-35.6482,16.2713,6.23111,29.8835,-15.3144,62.5287,-73.4656,68.5045,-10.1946,10.4969,,-74.3093,53.2537,1.98126,20.3013,-6.72461,,-11.6176,17.1975,19.153,-9.31841,6.85356,9.71006,-0.807198,-21.3539,-3.81654,176.506,3.59186,173.336,-141.728,959.053,751.404
83,0,,113.551,71.5177,-119.666,12.8367,0.132478,,-75.0907,-84.7484,10.0863,-6.78081,-5.68926,,-0,0,-0,6.50048,-35.5596,16.2846,6.08905,29.8101,-15.2653,62.7906,-73.4899,68.7569,-10.2982,10.4885,,-74.2799,53.1583,1.9975,20.2821,-6.69759,,-11.5924,17.1801,19.1529,-9.32935,6.94985,9.72386,-0.783307,-21.345,-3.8061,176.527,3.59398,173.326,-141.795,959.072,751.488
84,0,,113.763,71.4756,-119.892,12.8367,0.117804,,-75.0811,-84.906,10.0356,-6.6755,-5.68938,,-0,0,-0,6.48692,-35.5574,16.3042,6.0771,29.7906,-15.2534,62.9662,-73.5133,68.9298,-10.3073,10.4684,,-74.2485,53.1384,2.00274,20.295,-6.70618,,-11.5766,17.1683,19.137,-9.34201,6.95493,9.72989,-0.795104,-21.3239,-3.81884,176.52,3.6093,173.336,-141.876,959.07,751.591
85,0,,113.961,71.446,-120.093,12.8514,0.0899426,,-75.1122,-85.1437,10.0719,-6.71147,-5.69054,,-0,0,-0,6.49338,-35.5407,16.3263,6.04424,29.7822,-15.2252,63.1462,-73.5341,69.1105,-10.2393,10.4521,,-74.2566,53.12,2.01643,20.2763,-6.69309,,-11.5828,17.2157,19.1467,-9.35582,6.96668,9.74021,-0.783157,-21.3276,-3.80586,176.523,3.61213,173.327,-141.869,959.103,751.645
86,0,,114.174,71.4328,-120.292,12.7872,0.0664759,,-75.1343,-85.1651,10.1024,-6.769,-5.71213,,-0,0,-0,6.46537,-35.5192,16.3379,6.04335,29.7827,-15.2079,63.3985,-73.5653,69.3526,-10.2021,10.4362,,-74.2596,53.3548,2.02351,20.2977,-6.7034,,-11.617,17.3006,19.1481,-9.37543,6.95624,9.7434,-0.79258,-21.3249,-3.80493,176.512,3.61558,173.327,-141.892,959.124,751.746
87,0,,114.214,71.4674,-120.314,12.7871,-0.0196499,,-75.1147,-85.2111,10.1136,-6.71541,-5.52885,,-0,0,-0,6.47789,-35.4845,16.3672,5.97286,29.7556,-15.1749,63.7466,-73.6267,69.6733,-10.196,10.4271,,-74.2199,53.2798,2.00956,20.2989,-6.67938,,-11.5745,17.2506,19.1539,-9.40329,6.97342,9.76389,-0.784335,-21.3191,-3.77002,176.501,3.60558,173.298,-141.844,959.102,751.814
88,0,,114.411,71.4714,-120.5,12.7982,-0.117997,,-75.1212,-85.3581,10.1813,-6.70784,-5.58718,,-0,0,-0,6.3849,-35.4983,16.3772,6.02211,29.765,-15.1675,64.2591,-73.7204,70.1329,-10.2013,10.4022,,-74.1283,53.6145,2.01893,20.2979,-6.68046,,-11.5833,17.3088,19.1382,-9.43478,6.89512,9.76814,-0.808929,-21.3306,-3.76022,176.465,3.60461,173.299,-141.802,959.133,751.9
89,0,,114.389,71.5336,-120.476,12.7332,-0.197041,,-75.1539,-85.4438,10.2381,-6.75152,-5.61246,,-0,0,-0,6.31744,-35.4972,16.3492,6.02252,29.774,-15.1054,63.0363,-73.6611,68.9614,-9.53138,10.3841,,-74.5205,50.9938,2.0439,20.3681,-6.69321,,-11.5975,17.374,19.143,-9.46467,6.84682,9.80066,-0.824435,-21.4166,-3.74916,176.443,3.59791,173.288,-141.755,959.192,752.015
90,0,,114.213,71.5623,-120.299,12.7786,-0.276464,,-75.1519,-85.7465,10.2511,-6.8458,-5.43703,,-0,0,-0,6.45986,-35.4452,16.4162,5.90169,29.7393,-15.1249,64.2709,-73.79,70.13,-10.1142,10.3655,,-74.0951,53.463,2.06052,20.4269,-6.74482,,-11.6195,17.457,19.1629,-9.52561,6.94689,9.80907,-0.82998,-21.4843,-3.72757,176.427,3.57945,173.263,-141.783,959.207,752.169
91,0,,114.232,71.5735,-120.327,12.7362,-0.382793,,-75.2415,-85.6818,10.3175,-6.99378,-5.44969,,-0,0,-0,6.46815,-35.4548,16.4495,5.90298,29.7466,-15.1138,64.5804,-73.8289,70.423,-10.192,10.3447,,-74.0741,53.9307,2.07036,20.4642,-6.75458,,-11.6741,17.5934,19.167,-9.57461,6.89748,9.81226,-0.854358,-21.5776,-3.71767,176.389,3.54085,173.254,-141.766,959.234,752.352
92,0,,114.171,71.6059,-120.264,12.7933,-0.534123,,-75.2739,-85.8591,10.3741,-7.04174,-5.37294,,-0,0,-0,6.46992,-35.465,16.4922,5.89227,29.7537,-15.0833,64.4922,-73.8365,70.3331,-10.2144,10.3122,,-74.0835,54.0651,2.09009,20.4902,-6.75179,,-11.6722,17.6375,19.1656,-9.62557,6.84928,9.81452,-0.870131,-21.6545,-3.6915,176.349,3.50637,173.237,-141.718,959.247,752.532
93,0,,114.117,71.6357,-120.205,12.7761,-0.663949,,-75.2876,-85.7994,10.4838,-7.26136,-5.31921,,-0,0,-0,6.40385,-35.4833,16.5278,5.94424,29.767,-15.0879,64.0935,-73.7733,69.9663,-10.2314,10.2793,,-74.1461,54.0399,2.08734,20.6,-6.75937,,-11.6835,17.733,19.15,-9.66484,6.73826,9.80975,-0.877138,-21.7942,-3.69324,176.315,3.46129,173.236,-141.738,959.211,752.562
94,0,,113.938,71.6872,-120.034,12.8058,-0.772576,,-75.2502,-85.9502,10.5338,-7.54328,-5.11621,,-0,0,-0,6.42008,-35.4871,16.5859,5.94523,29.8163,-15.0614,63.4271,-73.6858,69.3631,-10.2778,10.2262,,-74.2347,54.0265,2.08914,20.5761,-6.75936,,-11.8116,17.955,19.1673,-9.73147,6.67673,9.79647,-0.916575,-21.8396,-3.66654,176.245,3.40771,173.227,-141.744,959.213,752.884
95,0,,113.827,71.7326,-119.912,12.7432,-0.948313,,-75.3206,-85.8764,10.5681,-7.59702,-5.10446,,-0,0,-0,6.36852,-35.4824,16.5737,5.9414,29.7982,-15.0505,63.8443,-73.7707,69.7028,-10.3688,10.1644,,-74.1373,54.4473,2.10378,20.5559,-6.742,,-11.8533,18.078,19.1697,-9.79411,6.5747,9.81816,-0.924498,-21.9166,-3.61569,176.184,3.34238,173.205,-141.665,959.211,753.124
